date,temperature,humidity,luminosity
2021-11-17 14:32:58.639,19.1,27.9,22
2021-11-17 14:32:56.365,19.1,27.9,22
2021-11-17 14:32:54.088,19.2,28.0,22
2021-11-17 14:32:51.811,19.2,28.0,22
2021-11-17 14:32:49.533,19.2,28.0,22
2021-11-17 14:32:47.255,19.2,27.9,21
2021-11-17 14:32:44.978,19.2,27.9,22
2021-11-17 14:32:42.705,19.2,27.9,22
2021-11-17 14:32:40.427,19.2,27.8,22
2021-11-17 14:32:38.150,19.2,27.8,22
2021-11-17 14:32:35.872,19.2,27.8,22
2021-11-17 14:32:33.595,19.2,27.8,21
2021-11-17 14:32:31.317,19.2,27.7,22
2021-11-17 14:32:29.044,19.2,27.7,21
2021-11-17 14:32:26.766,19.2,27.7,21
2021-11-17 14:32:24.489,19.2,27.7,21
2021-11-17 14:32:22.211,19.2,27.7,22
2021-11-17 14:32:19.933,19.2,27.7,22
2021-11-17 14:32:17.660,19.2,27.7,21
2021-11-17 14:32:15.383,19.2,27.7,23
2021-11-17 14:32:13.105,19.2,27.7,24
2021-11-17 14:32:10.828,19.2,27.8,24
2021-11-17 14:32:08.550,19.2,27.8,24
2021-11-17 14:32:06.273,19.2,27.8,24
2021-11-17 14:32:03.999,19.2,27.9,24
2021-11-17 14:32:01.722,19.2,27.9,24
2021-11-17 14:31:59.444,19.2,28.0,24
2021-11-17 14:31:57.167,19.2,28.0,24
2021-11-17 14:31:54.889,19.2,28.0,24
2021-11-17 14:31:52.616,19.1,27.9,24
2021-11-17 14:31:50.338,19.1,27.8,24
2021-11-17 14:31:48.061,19.1,27.7,24
2021-11-17 14:31:45.783,19.1,27.6,24
2021-11-17 14:31:43.506,19.1,27.6,24
2021-11-17 14:31:41.228,19.1,27.6,24
2021-11-17 14:31:38.951,19.1,27.5,24
2021-11-17 14:31:36.673,19.1,27.5,24
2021-11-17 14:31:34.400,19.1,27.4,24
2021-11-17 14:31:32.122,19.1,27.4,24
2021-11-17 14:31:29.845,19.1,27.3,24
2021-11-17 14:31:27.567,19.1,27.3,24
2021-11-17 14:31:25.290,19.1,27.3,24
2021-11-17 14:31:23.012,19.1,27.3,24
2021-11-17 14:31:20.735,19.1,27.2,24
2021-11-17 14:31:18.462,19.1,27.2,24
2021-11-17 14:31:16.184,19.1,27.2,24
2021-11-17 14:31:13.906,19.1,27.2,24
2021-11-17 14:31:11.629,19.1,27.1,24
2021-11-17 14:31:09.351,19.1,27.1,24
2021-11-17 14:31:07.074,19.1,27.1,24
2021-11-17 14:31:04.797,19.2,27.2,24
2021-11-17 14:31:02.523,19.2,27.1,24
2021-11-17 14:31:00.246,19.2,27.1,24
2021-11-17 14:30:57.968,19.2,27.1,24
2021-11-17 14:30:55.691,19.3,27.1,24
2021-11-17 14:30:53.413,19.3,27.1,24
2021-11-17 14:30:51.140,19.3,27.1,24
2021-11-17 14:30:48.862,19.3,27.1,24
2021-11-17 14:30:46.585,19.3,27.1,24
2021-11-17 14:30:44.307,19.4,27.2,24
2021-11-17 14:30:42.030,19.4,27.3,24
2021-11-17 14:30:39.752,19.4,27.3,24
2021-11-17 14:30:37.479,19.4,27.3,24
2021-11-17 14:30:35.201,19.4,27.3,24
2021-11-17 14:30:32.924,19.5,27.4,24
2021-11-17 14:30:30.646,19.5,27.4,24
2021-11-17 14:30:28.369,19.5,27.4,24
2021-11-17 14:30:26.095,19.5,27.4,24
2021-11-17 14:30:23.818,19.5,27.4,24
2021-11-17 14:30:21.540,19.5,27.4,24
2021-11-17 14:30:19.263,19.5,27.5,24
2021-11-17 14:30:16.985,19.5,27.5,24
2021-11-17 14:30:14.708,19.6,27.6,24
2021-11-17 14:30:12.434,19.6,27.6,24
2021-11-17 14:30:10.157,19.6,27.5,24
2021-11-17 14:30:07.880,19.6,27.6,24
2021-11-17 14:30:05.602,19.6,27.6,23
2021-11-17 14:30:03.325,19.7,27.6,22
2021-11-17 14:30:01.047,19.7,27.6,22
2021-11-17 14:29:58.774,19.7,27.6,22
2021-11-17 14:29:56.496,19.7,27.6,22
2021-11-17 14:29:54.219,19.7,27.6,22
2021-11-17 14:29:51.941,19.7,27.6,22
2021-11-17 14:29:49.664,19.7,27.6,20
2021-11-17 14:29:47.386,19.7,27.6,20
2021-11-17 14:29:45.113,19.7,27.6,20
2021-11-17 14:29:42.835,19.7,27.6,19
2021-11-17 14:29:40.558,19.7,27.6,19
2021-11-17 14:29:38.280,19.7,27.6,20
2021-11-17 14:29:36.003,19.7,27.6,20
2021-11-17 14:29:33.726,19.7,27.6,20
2021-11-17 14:29:31.452,19.7,27.6,20
2021-11-17 14:29:29.174,19.7,27.6,19
2021-11-17 14:29:26.897,19.7,27.6,19
2021-11-17 14:29:24.619,19.7,27.6,19
2021-11-17 14:29:22.342,19.7,27.6,19
2021-11-17 14:29:20.064,19.7,27.5,20
2021-11-17 14:29:17.791,19.7,27.5,19
2021-11-17 14:29:15.513,19.7,27.5,19
2021-11-17 14:29:13.236,19.7,27.5,19
2021-11-17 14:29:10.958,19.7,27.5,19
2021-11-17 14:29:08.681,19.7,27.5,19
2021-11-17 14:29:06.403,19.7,27.5,19
2021-11-17 14:29:04.130,19.7,27.5,19
2021-11-17 14:29:01.852,19.7,27.5,19
2021-11-17 14:28:59.575,19.7,27.5,19
2021-11-17 14:28:57.297,19.7,27.5,19
2021-11-17 14:28:55.020,19.7,27.5,19
2021-11-17 14:28:52.742,19.7,27.5,19
2021-11-17 14:28:50.465,19.7,27.5,20
2021-11-17 14:28:48.191,19.7,27.5,20
2021-11-17 14:28:45.914,19.7,27.5,19
2021-11-17 14:28:43.637,19.7,27.5,19
2021-11-17 14:28:41.359,19.8,27.5,19
2021-11-17 14:28:39.081,19.7,27.5,20
2021-11-17 14:28:36.804,19.8,27.5,20
2021-11-17 14:28:34.531,19.8,27.5,20
2021-11-17 14:28:32.253,19.8,27.5,20
2021-11-17 14:28:29.976,19.8,27.4,20
2021-11-17 14:28:27.698,19.8,27.4,20
2021-11-17 14:28:25.421,19.8,27.3,20
2021-11-17 14:28:23.143,19.9,27.4,20
2021-11-17 14:28:20.866,19.8,27.3,20
2021-11-17 14:28:18.592,19.9,27.3,21
2021-11-17 14:28:16.315,19.9,27.2,22
2021-11-17 14:28:14.037,19.9,27.2,21
2021-11-17 14:28:11.760,19.9,27.1,21
2021-11-17 14:28:09.482,19.9,27.1,21
2021-11-17 14:28:07.205,19.9,27.1,21
2021-11-17 14:28:04.927,19.9,27.0,21
2021-11-17 14:28:02.654,19.9,27.0,21
2021-11-17 14:28:00.376,19.9,26.9,21
2021-11-17 14:27:58.099,20.0,26.9,21
2021-11-17 14:27:55.821,20.0,26.9,21
2021-11-17 14:27:53.544,20.0,26.8,21
2021-11-17 14:27:51.266,20.0,26.8,21
2021-11-17 14:27:48.993,20.0,26.7,21
2021-11-17 14:27:46.715,20.0,26.7,22
2021-11-17 14:27:44.438,20.1,26.7,21
2021-11-17 14:27:42.160,20.1,26.7,21
2021-11-17 14:27:39.883,20.1,26.7,21
2021-11-17 14:27:37.605,20.1,26.7,21
2021-11-17 14:27:35.332,20.1,26.7,21
2021-11-17 14:27:33.054,20.1,26.7,21
2021-11-17 14:27:30.777,20.1,26.7,22
2021-11-17 14:27:28.499,20.2,26.8,22
2021-11-17 14:27:26.222,20.2,26.8,22
2021-11-17 14:27:23.944,20.2,26.8,22
2021-11-17 14:27:21.667,20.2,26.8,22
2021-11-17 14:27:19.393,20.2,26.8,22
2021-11-17 14:27:17.116,20.2,26.8,22
2021-11-17 14:27:14.838,20.2,26.8,22
2021-11-17 14:27:12.561,20.2,26.8,22
2021-11-17 14:27:10.283,20.2,26.8,22
2021-11-17 14:27:08.006,20.3,26.8,22
2021-11-17 14:27:05.733,20.3,26.8,22
2021-11-17 14:27:03.455,20.3,26.8,22
2021-11-17 14:27:01.178,20.3,26.8,21
2021-11-17 14:26:58.900,20.3,26.8,21
2021-11-17 14:26:56.622,20.3,26.8,21
2021-11-17 14:26:54.345,20.3,26.9,22
2021-11-17 14:26:52.068,20.3,27.0,21
2021-11-17 14:26:49.794,20.3,27.0,20
2021-11-17 14:26:47.517,20.3,27.1,20
2021-11-17 14:26:45.239,20.3,27.1,21
2021-11-17 14:26:42.962,20.3,27.1,21
2021-11-17 14:26:40.684,20.3,27.2,22
2021-11-17 14:26:38.407,20.3,27.2,22
2021-11-17 14:26:36.129,20.3,27.2,22
2021-11-17 14:26:33.856,20.3,27.1,21
2021-11-17 14:26:31.578,20.3,27.1,22
2021-11-17 14:26:29.301,20.3,27.1,21
2021-11-17 14:26:27.023,20.3,27.1,21
2021-11-17 14:26:24.746,20.3,27.1,21
2021-11-17 14:26:22.468,20.3,27.2,21
2021-11-17 14:26:20.191,20.3,27.2,21
2021-11-17 14:26:17.913,20.3,27.2,22
2021-11-17 14:26:15.640,20.3,27.2,21
2021-11-17 14:26:13.362,20.3,27.2,21
2021-11-17 14:26:11.085,20.3,27.2,21
2021-11-17 14:26:08.807,20.3,27.2,21
2021-11-17 14:26:06.530,20.3,27.2,21
2021-11-17 14:26:04.252,20.3,27.2,22
2021-11-17 14:26:01.979,20.3,27.2,22
2021-11-17 14:25:59.701,20.3,27.2,22
2021-11-17 14:25:57.424,20.3,27.3,22
2021-11-17 14:25:55.146,20.2,27.2,22
2021-11-17 14:25:52.869,20.2,27.2,22
2021-11-17 14:25:50.591,20.2,27.2,22
2021-11-17 14:25:48.318,20.2,27.1,22
2021-11-17 14:25:46.040,20.2,27.1,22
2021-11-17 14:25:43.763,20.2,27.1,22
2021-11-17 14:25:41.485,20.2,27.2,22
2021-11-17 14:25:39.208,20.2,27.2,22
2021-11-17 14:25:36.930,20.2,27.2,22
2021-11-17 14:25:34.653,20.2,27.2,21
2021-11-17 14:25:32.379,20.2,27.2,21
2021-11-17 14:25:30.102,20.2,27.2,22
2021-11-17 14:25:27.825,20.2,27.2,22
2021-11-17 14:25:25.547,20.2,27.2,22
2021-11-17 14:25:23.269,20.2,27.2,23
2021-11-17 14:25:20.992,20.2,27.2,23
2021-11-17 14:25:18.719,20.2,27.2,23
2021-11-17 14:25:16.441,20.2,27.2,23
2021-11-17 14:25:14.163,20.2,27.3,23
2021-11-17 14:25:11.885,20.2,27.3,23
2021-11-17 14:25:09.608,20.2,27.4,23
2021-11-17 14:25:07.330,20.2,27.4,23
2021-11-17 14:25:05.057,20.2,27.4,23
2021-11-17 14:25:02.779,20.2,27.5,22
2021-11-17 14:25:00.502,20.2,27.6,22
2021-11-17 14:24:58.225,20.2,27.7,22
2021-11-17 14:24:55.947,20.2,27.8,22
2021-11-17 14:24:53.669,20.2,27.9,22
2021-11-17 14:24:51.392,20.2,27.9,22
2021-11-17 14:24:49.119,20.2,27.9,22
2021-11-17 14:24:46.841,20.2,27.9,22
2021-11-17 14:24:44.563,20.2,27.8,22
2021-11-17 14:24:42.286,20.2,27.8,22
2021-11-17 14:24:40.008,20.2,27.8,22
2021-11-17 14:24:37.731,20.2,27.8,22
2021-11-17 14:24:35.458,20.2,27.7,22
2021-11-17 14:24:33.180,20.2,27.7,22
2021-11-17 14:24:30.903,20.1,27.6,22
2021-11-17 14:24:28.625,20.2,27.7,22
2021-11-17 14:24:26.347,20.1,27.6,22
2021-11-17 14:24:24.070,20.2,27.7,22
2021-11-17 14:24:21.797,20.1,27.6,22
2021-11-17 14:24:19.519,20.2,27.7,22
2021-11-17 14:24:17.242,20.2,27.7,21
2021-11-17 14:24:14.964,20.2,27.7,22
2021-11-17 14:24:12.687,20.1,27.6,22
2021-11-17 14:24:10.410,20.2,27.6,22
2021-11-17 14:24:08.136,20.2,27.5,22
2021-11-17 14:24:05.859,20.2,27.5,22
2021-11-17 14:24:03.581,20.2,27.5,22
2021-11-17 14:24:01.304,20.2,27.4,22
2021-11-17 14:23:59.026,20.2,27.4,22
2021-11-17 14:23:56.749,20.2,27.3,22
2021-11-17 14:23:54.471,20.3,27.4,22
2021-11-17 14:23:52.198,20.3,27.3,22
2021-11-17 14:23:49.920,20.3,27.3,22
2021-11-17 14:23:47.643,20.3,27.3,21
2021-11-17 14:23:45.365,20.3,27.3,21
2021-11-17 14:23:43.088,20.3,27.3,21
2021-11-17 14:23:40.810,20.3,27.3,22
2021-11-17 14:23:38.533,20.3,27.4,22
2021-11-17 14:23:36.259,20.3,27.4,22
2021-11-17 14:23:33.982,20.3,27.4,22
2021-11-17 14:23:31.704,20.2,27.4,22
2021-11-17 14:23:29.427,20.2,27.4,23
2021-11-17 14:23:27.149,20.2,27.4,22
2021-11-17 14:23:24.872,20.2,27.4,21
2021-11-17 14:23:22.594,20.2,27.4,22
2021-11-17 14:23:20.321,20.2,27.4,22
2021-11-17 14:23:18.043,20.2,27.4,22
2021-11-17 14:23:15.766,20.2,27.4,22
2021-11-17 14:23:13.488,20.1,27.4,22
2021-11-17 14:23:11.211,20.1,27.4,23
2021-11-17 14:23:08.934,20.1,27.4,21
2021-11-17 14:23:06.656,20.1,27.4,22
2021-11-17 14:23:04.383,20.1,27.4,22
2021-11-17 14:23:02.105,20.1,27.4,22
2021-11-17 14:22:59.828,20.1,27.4,22
2021-11-17 14:22:57.550,20.1,27.4,22
2021-11-17 14:22:55.273,20.1,27.3,22
2021-11-17 14:22:52.995,20.1,27.3,22
2021-11-17 14:22:50.722,20.1,27.3,22
2021-11-17 14:22:48.444,20.1,27.3,22
2021-11-17 14:22:46.167,20.1,27.3,22
2021-11-17 14:22:43.889,20.1,27.3,22
2021-11-17 14:22:41.612,20.1,27.2,22
2021-11-17 14:22:39.334,20.0,27.2,22
2021-11-17 14:22:37.061,20.1,27.3,22
2021-11-17 14:22:34.783,20.1,27.3,22
2021-11-17 14:22:32.506,20.0,27.3,22
2021-11-17 14:22:30.228,20.0,27.3,22
2021-11-17 14:22:27.951,20.0,27.4,22
2021-11-17 14:22:25.673,20.0,27.4,22
2021-11-17 14:22:23.400,20.0,27.4,22
2021-11-17 14:22:21.122,20.0,27.4,22
2021-11-17 14:22:18.845,20.0,27.5,22
2021-11-17 14:22:16.567,20.0,27.5,22
2021-11-17 14:22:14.290,20.0,27.6,22
2021-11-17 14:22:12.013,20.0,27.6,22
2021-11-17 14:22:09.739,20.0,27.6,22
2021-11-17 14:22:07.461,20.0,27.7,22
2021-11-17 14:22:05.184,20.0,27.7,22
2021-11-17 14:22:02.906,20.0,27.7,21
2021-11-17 14:22:00.629,20.0,27.8,22
2021-11-17 14:21:58.351,19.9,27.8,22
2021-11-17 14:21:56.074,19.9,27.8,22
2021-11-17 14:21:53.800,19.9,27.8,22
2021-11-17 14:21:51.523,19.9,27.7,22
2021-11-17 14:21:49.245,19.9,27.7,22
2021-11-17 14:21:46.968,19.9,27.7,22
2021-11-17 14:21:44.690,19.9,27.6,22
2021-11-17 14:21:42.413,19.9,27.6,22
2021-11-17 14:21:40.135,19.9,27.6,22
2021-11-17 14:21:37.862,19.9,27.6,22
2021-11-17 14:21:35.584,19.9,27.6,22
2021-11-17 14:21:33.307,19.9,27.6,22
2021-11-17 14:21:31.029,19.9,27.6,21
2021-11-17 14:21:28.752,19.9,27.6,21
2021-11-17 14:21:26.474,19.9,27.6,22
2021-11-17 14:21:24.197,19.9,27.6,22
2021-11-17 14:21:21.923,19.9,27.7,22
2021-11-17 14:21:19.646,19.9,27.7,22
2021-11-17 14:21:17.368,19.9,27.7,22
2021-11-17 14:21:15.091,19.9,27.7,23
2021-11-17 14:21:12.813,19.9,27.6,22
2021-11-17 14:21:10.536,19.9,27.6,22
2021-11-17 14:21:08.258,19.9,27.6,22
2021-11-17 14:21:05.985,19.9,27.6,22
2021-11-17 14:21:03.708,20.0,27.7,22
2021-11-17 14:21:01.430,20.0,27.6,22
2021-11-17 14:20:59.153,20.0,27.7,23
2021-11-17 14:20:56.875,20.0,27.7,23
2021-11-17 14:20:54.598,20.0,27.7,23
2021-11-17 14:20:52.324,20.0,27.8,22
2021-11-17 14:20:50.047,20.0,27.9,22
2021-11-17 14:20:47.769,20.1,28.0,22
2021-11-17 14:20:45.492,20.1,28.1,22
2021-11-17 14:20:43.214,20.1,28.1,22
2021-11-17 14:20:40.937,20.1,28.2,22
2021-11-17 14:20:38.659,20.1,28.2,4
2021-11-17 14:20:36.382,20.1,28.2,4
2021-11-17 14:20:34.108,20.1,28.3,17
2021-11-17 14:20:31.831,20.1,28.4,17
2021-11-17 14:20:29.554,20.1,28.4,17
2021-11-17 14:20:27.276,20.1,28.5,17
2021-11-17 14:20:24.998,20.1,28.6,17
2021-11-17 14:20:22.725,20.1,28.7,17
2021-11-17 14:20:20.447,20.0,28.6,17
2021-11-17 14:20:18.170,20.0,28.6,17
2021-11-17 14:20:15.892,20.0,28.6,17
2021-11-17 14:20:13.615,20.0,28.5,17
2021-11-17 14:20:11.337,20.0,28.4,17
2021-11-17 14:20:09.060,20.0,28.4,17
2021-11-17 14:20:06.787,20.0,28.4,16
2021-11-17 14:20:04.509,19.9,28.4,17
2021-11-17 14:20:02.232,19.9,28.4,17
2021-11-17 14:19:59.954,19.9,28.4,16
2021-11-17 14:19:57.677,19.9,28.4,16
2021-11-17 14:19:55.399,19.9,28.4,17
2021-11-17 14:19:53.126,19.9,28.4,17
2021-11-17 14:19:50.848,19.9,28.4,16
2021-11-17 14:19:48.571,19.8,28.4,16
2021-11-17 14:19:46.293,19.8,28.4,16
2021-11-17 14:19:44.016,19.8,28.5,16
2021-11-17 14:19:41.738,19.8,28.5,16
2021-11-17 14:19:39.461,19.8,28.5,16
2021-11-17 14:19:37.187,19.8,28.5,16
2021-11-17 14:19:34.910,19.8,28.4,16
2021-11-17 14:19:32.632,19.8,28.4,16
2021-11-17 14:19:30.355,19.8,28.4,16
2021-11-17 14:19:28.077,19.8,28.4,16
2021-11-17 14:19:25.800,19.7,28.4,16
2021-11-17 14:19:23.526,19.7,28.4,16
2021-11-17 14:19:21.249,19.7,28.3,16
2021-11-17 14:19:18.971,19.7,28.3,16
2021-11-17 14:19:16.694,19.7,28.4,16
2021-11-17 14:19:14.416,19.7,28.4,16
2021-11-17 14:19:12.139,19.7,28.4,16
2021-11-17 14:19:09.866,19.7,28.4,16
2021-11-17 14:19:07.588,19.7,28.4,15
2021-11-17 14:19:05.311,19.6,28.3,15
2021-11-17 14:19:03.032,19.6,28.3,14
2021-11-17 14:19:00.755,19.6,28.3,14
2021-11-17 14:18:58.477,19.6,28.3,14
2021-11-17 14:18:56.204,19.6,28.3,15
2021-11-17 14:18:53.926,19.6,28.3,15
2021-11-17 14:18:51.649,19.6,28.3,15
2021-11-17 14:18:49.371,19.5,28.2,15
2021-11-17 14:18:47.094,19.5,28.1,15
2021-11-17 14:18:44.816,19.5,28.1,15
2021-11-17 14:18:42.543,19.5,28.1,15
2021-11-17 14:18:40.265,19.5,28.2,15
2021-11-17 14:18:37.988,19.5,28.2,16
2021-11-17 14:18:35.710,19.5,28.2,16
2021-11-17 14:18:33.433,19.4,28.1,16
2021-11-17 14:18:31.155,19.4,28.2,16
2021-11-17 14:18:28.878,19.4,28.2,16
2021-11-17 14:18:26.604,19.4,28.2,16
2021-11-17 14:18:24.327,19.4,28.2,16
2021-11-17 14:18:22.049,19.4,28.2,16
2021-11-17 14:18:19.772,19.3,28.1,16
2021-11-17 14:18:17.494,19.3,28.1,16
2021-11-17 14:18:15.217,19.3,28.1,16
2021-11-17 14:18:12.939,19.3,28.2,16
2021-11-17 14:18:10.666,19.3,28.2,16
2021-11-17 14:18:08.388,19.2,28.1,16
2021-11-17 14:18:06.111,19.2,28.1,16
